ticket_id,customer_id,issue_type,resolved
TIC_05693,CUST_06594,Technical,Yes
TIC_05694,CUST_02056,Billing,Yes
TIC_05695,CUST_04381,Billing,Yes
TIC_05696,CUST_03790,General,Yes
TIC_05697,CUST_02771,General,Yes
TIC_05698,CUST_05237,General,Yes
TIC_05699,CUST_02504,General,Yes
TIC_05700,CUST_06301,Billing,Yes
TIC_05701,CUST_07593,Billing,Yes
TIC_05702,CUST_04036,General,Yes
TIC_05703,CUST_08459,Technical,Yes
TIC_05704,CUST_08886,General,Yes
TIC_05705,CUST_04623,General,Yes
TIC_05706,CUST_01928,Billing,Yes
TIC_05707,CUST_01773,Technical,Yes
TIC_05708,CUST_01026,Billing,Yes
TIC_05709,CUST_02083,Billing,Yes
TIC_05710,CUST_03851,General,Yes
TIC_05711,CUST_05664,Billing,Yes
TIC_05712,CUST_02705,Billing,Yes
TIC_05713,CUST_03067,Technical,No
TIC_05714,CUST_02176,General,Yes
TIC_05715,CUST_09256,Technical,Yes
TIC_05716,CUST_01611,General,Yes
TIC_05717,CUST_01753,Billing,Yes
TIC_05718,CUST_06521,General,Yes
TIC_05719,CUST_04528,Technical,Yes
TIC_05720,CUST_09154,General,Yes
TIC_05721,CUST_08711,Billing,Yes
TIC_05722,CUST_09757,General,Yes
TIC_05723,CUST_08870,Technical,Yes
TIC_05724,CUST_09494,General,Yes
TIC_05725,CUST_05137,Billing,Yes
TIC_05726,CUST_03776,Billing,Yes
TIC_05727,CUST_09190,General,Yes
TIC_05728,CUST_06376,Billing,No
TIC_05729,CUST_07621,General,No
TIC_05730,CUST_05948,Technical,Yes
TIC_05731,CUST_08912,General,Yes
TIC_05732,CUST_06418,Billing,Yes
TIC_05733,CUST_04117,Billing,Yes
TIC_05734,CUST_08712,General,Yes
TIC_05735,CUST_00457,Billing,Yes
TIC_05736,CUST_06483,Billing,Yes
TIC_05737,CUST_07641,Billing,Yes
TIC_05738,CUST_05924,General,Yes
TIC_05739,CUST_02511,Billing,Yes
TIC_05740,CUST_00046,General,Yes
TIC_05741,CUST_05648,Technical,Yes
TIC_05742,CUST_01134,Technical,Yes
TIC_05743,CUST_00217,Billing,Yes
TIC_05744,CUST_00949,Technical,No
TIC_05745,CUST_08413,Technical,Yes
TIC_05746,CUST_09395,General,Yes
TIC_05747,CUST_08404,General,Yes
TIC_05748,CUST_08786,General,No
TIC_05749,CUST_03374,Technical,Yes
TIC_05750,CUST_01473,Technical,Yes
TIC_05751,CUST_03973,General,No
TIC_05752,CUST_09770,Billing,Yes
TIC_05753,CUST_04586,General,Yes
TIC_05754,CUST_01915,Billing,Yes
TIC_05755,CUST_03867,Billing,Yes
TIC_05756,CUST_06363,Technical,Yes
TIC_05757,CUST_01846,Billing,Yes
TIC_05758,CUST_08621,General,Yes
TIC_05759,CUST_00060,Billing,Yes
TIC_05760,CUST_09091,Technical,Yes
TIC_05761,CUST_02977,Billing,Yes
TIC_05762,CUST_01867,Billing,Yes
TIC_05763,CUST_00345,General,Yes
TIC_05764,CUST_04217,Technical,Yes
TIC_05765,CUST_00767,Technical,Yes
TIC_05766,CUST_04637,Billing,Yes
TIC_05767,CUST_01353,General,Yes
TIC_05768,CUST_05255,Technical,Yes
TIC_05769,CUST_08392,Billing,Yes
TIC_05770,CUST_04547,Billing,Yes
TIC_05771,CUST_05999,Technical,Yes
TIC_05772,CUST_06176,Billing,No
TIC_05773,CUST_07415,General,Yes
TIC_05774,CUST_06894,Technical,Yes
TIC_05775,CUST_04082,General,Yes
TIC_05776,CUST_05402,Billing,Yes
TIC_05777,CUST_07305,Technical,Yes
TIC_05778,CUST_05825,Billing,Yes
TIC_05779,CUST_05880,Billing,Yes
TIC_05780,CUST_03427,Technical,Yes
TIC_05781,CUST_09140,General,Yes
TIC_05782,CUST_05085,General,Yes
TIC_05783,CUST_06613,General,Yes
TIC_05784,CUST_09601,General,Yes
TIC_05785,CUST_00569,General,Yes
TIC_05786,CUST_01393,Technical,Yes
TIC_05787,CUST_02513,Billing,Yes
TIC_05788,CUST_06690,Technical,Yes
TIC_05789,CUST_03076,Technical,Yes
TIC_05790,CUST_08806,General,Yes
TIC_05791,CUST_01989,Billing,Yes
TIC_05792,CUST_06778,Billing,Yes
TIC_05793,CUST_02181,General,No
TIC_05794,CUST_05750,Technical,Yes
TIC_05795,CUST_08428,Technical,Yes
TIC_05796,CUST_00758,Billing,Yes
TIC_05797,CUST_01097,General,Yes
TIC_05798,CUST_02500,Technical,Yes
TIC_05799,CUST_04571,Billing,Yes
TIC_05800,CUST_06370,Technical,No
TIC_05801,CUST_01609,Technical,Yes
TIC_05802,CUST_01135,Billing,No
TIC_05803,CUST_01235,Technical,Yes
TIC_05804,CUST_09711,Billing,Yes
TIC_05805,CUST_03280,Technical,Yes
TIC_05806,CUST_05905,Billing,Yes
TIC_05807,CUST_04545,General,No
TIC_05808,CUST_04907,Technical,No
TIC_05809,CUST_09388,Billing,Yes
TIC_05810,CUST_05615,Billing,Yes
TIC_05811,CUST_05307,Billing,No
TIC_05812,CUST_00581,Technical,Yes
TIC_05813,CUST_02651,Technical,Yes
TIC_05814,CUST_02448,General,Yes
TIC_05815,CUST_07458,Billing,Yes
TIC_05816,CUST_08828,Technical,Yes
TIC_05817,CUST_04342,General,Yes
TIC_05818,CUST_04820,Technical,Yes
TIC_05819,CUST_08721,Billing,Yes
TIC_05820,CUST_04347,Technical,Yes
TIC_05821,CUST_03719,Billing,Yes
TIC_05822,CUST_04153,Technical,Yes
TIC_05823,CUST_09486,Technical,Yes
TIC_05824,CUST_04839,General,Yes
TIC_05825,CUST_01315,General,Yes
TIC_05826,CUST_05480,Billing,Yes
TIC_05827,CUST_04359,Billing,No
TIC_05828,CUST_03683,Billing,Yes
TIC_05829,CUST_05026,Billing,Yes
TIC_05830,CUST_04755,Technical,Yes
TIC_05831,CUST_00206,Billing,Yes
TIC_05832,CUST_07876,Billing,No
TIC_05833,CUST_00345,Billing,Yes
TIC_05834,CUST_05375,Technical,Yes
TIC_05835,CUST_06445,General,Yes
TIC_05836,CUST_06771,Billing,Yes
TIC_05837,CUST_07459,Billing,No
TIC_05838,CUST_05038,Technical,Yes
TIC_05839,CUST_08028,General,Yes
TIC_05840,CUST_06063,Technical,Yes
TIC_05841,CUST_06399,Billing,Yes
TIC_05842,CUST_01910,Technical,Yes
TIC_05843,CUST_06897,Technical,Yes
TIC_05844,CUST_03815,Billing,Yes
TIC_05845,CUST_02579,General,No
TIC_05846,CUST_03721,Billing,No
TIC_05847,CUST_01876,Billing,Yes
TIC_05848,CUST_07263,Technical,Yes
TIC_05849,CUST_08659,Billing,No
TIC_05850,CUST_05588,Billing,Yes
TIC_05851,CUST_06317,General,Yes
TIC_05852,CUST_03952,General,Yes
TIC_05853,CUST_00838,General,Yes
TIC_05854,CUST_00410,Billing,Yes
TIC_05855,CUST_04412,Billing,Yes
TIC_05856,CUST_05892,Billing,Yes
TIC_05857,CUST_03449,General,No
TIC_05858,CUST_00812,General,Yes
TIC_05859,CUST_01571,General,Yes
TIC_05860,CUST_00910,General,Yes
TIC_05861,CUST_05751,Billing,Yes
TIC_05862,CUST_04025,Technical,Yes
TIC_05863,CUST_06659,Billing,Yes
TIC_05864,CUST_04252,Billing,Yes
TIC_05865,CUST_01148,General,Yes
TIC_05866,CUST_04021,Billing,Yes
TIC_05867,CUST_06728,Technical,Yes
TIC_05868,CUST_01502,General,Yes
TIC_05869,CUST_08148,General,Yes
TIC_05870,CUST_01246,General,Yes
TIC_05871,CUST_09111,General,Yes
TIC_05872,CUST_08303,Technical,Yes
TIC_05873,CUST_02982,Technical,No
TIC_05874,CUST_04226,Billing,Yes
TIC_05875,CUST_01575,Technical,Yes
TIC_05876,CUST_00438,Technical,Yes
TIC_05877,CUST_06230,Technical,Yes
TIC_05878,CUST_09990,Technical,Yes
TIC_05879,CUST_01387,Billing,Yes
TIC_05880,CUST_06787,Billing,Yes
TIC_05881,CUST_04833,Billing,Yes
TIC_05882,CUST_00540,Billing,No
TIC_05883,CUST_04902,Technical,Yes
TIC_05884,CUST_00222,General,Yes
TIC_05885,CUST_03122,General,No
TIC_05886,CUST_00700,Technical,Yes
TIC_05887,CUST_05101,Billing,No
TIC_05888,CUST_01493,Technical,No
TIC_05889,CUST_04023,Technical,Yes
TIC_05890,CUST_04022,Billing,Yes
TIC_05891,CUST_00433,Technical,Yes
TIC_05892,CUST_09143,Technical,Yes
TIC_05893,CUST_05476,Technical,Yes
TIC_05894,CUST_08633,Technical,No
TIC_05895,CUST_01805,General,Yes
TIC_05896,CUST_08161,Billing,Yes
TIC_05897,CUST_00597,General,Yes
TIC_05898,CUST_06792,Technical,Yes
TIC_05899,CUST_09813,Technical,Yes
TIC_05900,CUST_02545,Technical,Yes
TIC_05901,CUST_03470,General,Yes
TIC_05902,CUST_07101,Billing,Yes
TIC_05903,CUST_02812,General,Yes
TIC_05904,CUST_06529,Technical,Yes
TIC_05905,CUST_05130,Billing,Yes
TIC_05906,CUST_07188,Billing,Yes
TIC_05907,CUST_08618,Technical,Yes
TIC_05908,CUST_02611,General,Yes
TIC_05909,CUST_01258,General,Yes
TIC_05910,CUST_07950,Technical,Yes
TIC_05911,CUST_03451,Technical,Yes
TIC_05912,CUST_04431,Billing,Yes
TIC_05913,CUST_05154,Billing,Yes
TIC_05914,CUST_00470,Billing,Yes
TIC_05915,CUST_05269,Technical,Yes
TIC_05916,CUST_01201,General,No
TIC_05917,CUST_05843,General,Yes
TIC_05918,CUST_02065,Technical,No
TIC_05919,CUST_01336,General,Yes
TIC_05920,CUST_06649,Technical,Yes
TIC_05921,CUST_07533,Technical,Yes
TIC_05922,CUST_09625,Billing,Yes
TIC_05923,CUST_05910,General,Yes
TIC_05924,CUST_02643,General,No
TIC_05925,CUST_05805,Billing,Yes
TIC_05926,CUST_05069,General,Yes
TIC_05927,CUST_08756,Technical,Yes
TIC_05928,CUST_02036,General,Yes
TIC_05929,CUST_05900,Technical,Yes
TIC_05930,CUST_05862,Billing,Yes
TIC_05931,CUST_05709,Technical,Yes
TIC_05932,CUST_06994,Technical,Yes
TIC_05933,CUST_03708,Technical,Yes
TIC_05934,CUST_01280,Technical,Yes
TIC_05935,CUST_05107,Billing,Yes
TIC_05936,CUST_03103,Billing,Yes
TIC_05937,CUST_09044,Billing,Yes
TIC_05938,CUST_09313,Billing,No
TIC_05939,CUST_07855,General,Yes
TIC_05940,CUST_04031,Billing,Yes
TIC_05941,CUST_08585,Technical,Yes
TIC_05942,CUST_09284,General,Yes
TIC_05943,CUST_06925,General,Yes
TIC_05944,CUST_04719,Technical,Yes
TIC_05945,CUST_06157,Billing,Yes
TIC_05946,CUST_03939,Billing,Yes
TIC_05947,CUST_08195,Technical,Yes
TIC_05948,CUST_03423,General,Yes
TIC_05949,CUST_00531,Technical,Yes
TIC_05950,CUST_05142,Billing,Yes
TIC_05951,CUST_00572,Billing,Yes
TIC_05952,CUST_04945,Technical,Yes
TIC_05953,CUST_07891,Technical,Yes
TIC_05954,CUST_03333,General,Yes
TIC_05955,CUST_02975,Billing,Yes
TIC_05956,CUST_01703,General,Yes
TIC_05957,CUST_05550,General,Yes
TIC_05958,CUST_00281,Billing,Yes
TIC_05959,CUST_05436,Technical,Yes
TIC_05960,CUST_04295,Billing,Yes
TIC_05961,CUST_09872,General,Yes
TIC_05962,CUST_00418,Billing,Yes
TIC_05963,CUST_05042,Technical,Yes
TIC_05964,CUST_01008,Technical,Yes
TIC_05965,CUST_02624,General,Yes
TIC_05966,CUST_00169,Billing,No
TIC_05967,CUST_00894,General,Yes
TIC_05968,CUST_05322,General,Yes
TIC_05969,CUST_06790,Billing,Yes
TIC_05970,CUST_01522,Technical,Yes
TIC_05971,CUST_09617,Technical,Yes
TIC_05972,CUST_09027,General,Yes
TIC_05973,CUST_02346,Technical,No
TIC_05974,CUST_09440,General,Yes
TIC_05975,CUST_05077,Billing,No
TIC_05976,CUST_08982,Billing,Yes
TIC_05977,CUST_04348,Technical,Yes
TIC_05978,CUST_02463,Technical,Yes
TIC_05979,CUST_09276,General,Yes
TIC_05980,CUST_00271,Billing,Yes
TIC_05981,CUST_03378,Billing,Yes
TIC_05982,CUST_07001,Billing,Yes
TIC_05983,CUST_00300,General,Yes
TIC_05984,CUST_01100,General,Yes
TIC_05985,CUST_04181,General,Yes
TIC_05986,CUST_03354,Billing,Yes
TIC_05987,CUST_01754,Technical,Yes
TIC_05988,CUST_07754,Billing,Yes
TIC_05989,CUST_08402,Technical,No
TIC_05990,CUST_07333,General,Yes
TIC_05991,CUST_07987,General,Yes
TIC_05992,CUST_02174,General,Yes
TIC_05993,CUST_06902,General,Yes
TIC_05994,CUST_09659,Billing,Yes
TIC_05995,CUST_02960,General,Yes
TIC_05996,CUST_05015,Billing,Yes
TIC_05997,CUST_00793,Billing,Yes
TIC_05998,CUST_01177,General,Yes
TIC_05999,CUST_02129,Technical,Yes
TIC_06000,CUST_06340,Technical,Yes
TIC_06001,CUST_06152,General,Yes
TIC_06002,CUST_01343,General,Yes
TIC_06003,CUST_04137,General,Yes
TIC_06004,CUST_06201,Billing,No
TIC_06005,CUST_00400,General,Yes
TIC_06006,CUST_03308,Technical,No
TIC_06007,CUST_04139,Technical,Yes
TIC_06008,CUST_08409,General,Yes
TIC_06009,CUST_03252,Technical,Yes
TIC_06010,CUST_02947,Billing,Yes
TIC_06011,CUST_06070,Billing,Yes
TIC_06012,CUST_03961,General,Yes
TIC_06013,CUST_08854,Billing,Yes
TIC_06014,CUST_04587,Billing,Yes
TIC_06015,CUST_02269,Technical,No
TIC_06016,CUST_06912,Technical,No
TIC_06017,CUST_01259,Billing,Yes
TIC_06018,CUST_00964,Technical,Yes
TIC_06019,CUST_04218,Technical,Yes
TIC_06020,CUST_02536,Technical,Yes
TIC_06021,CUST_08552,General,Yes
TIC_06022,CUST_00890,General,Yes
TIC_06023,CUST_01926,Billing,No
TIC_06024,CUST_06854,Billing,Yes
TIC_06025,CUST_01560,Technical,Yes
TIC_06026,CUST_01874,Billing,Yes
TIC_06027,CUST_09830,Technical,No
TIC_06028,CUST_07795,Technical,Yes
TIC_06029,CUST_03096,Technical,Yes
TIC_06030,CUST_09277,Technical,Yes
TIC_06031,CUST_08745,Technical,Yes
TIC_06032,CUST_01234,Billing,No
TIC_06033,CUST_01887,General,Yes
TIC_06034,CUST_05850,Billing,Yes
TIC_06035,CUST_05992,General,Yes
TIC_06036,CUST_03516,Technical,Yes
TIC_06037,CUST_09810,Technical,Yes
TIC_06038,CUST_03945,Technical,Yes
TIC_06039,CUST_00902,Billing,Yes
TIC_06040,CUST_09854,Billing,Yes
TIC_06041,CUST_09315,General,Yes
TIC_06042,CUST_05244,Billing,Yes
TIC_06043,CUST_01029,Technical,Yes
TIC_06044,CUST_06905,Technical,Yes
TIC_06045,CUST_08903,General,No
TIC_06046,CUST_07377,General,No
TIC_06047,CUST_03384,Technical,Yes
TIC_06048,CUST_02784,Technical,Yes
TIC_06049,CUST_01791,General,Yes
TIC_06050,CUST_08462,Billing,No
TIC_06051,CUST_03558,General,Yes
TIC_06052,CUST_05167,Technical,Yes
TIC_06053,CUST_09358,Billing,Yes
TIC_06054,CUST_00642,Technical,Yes
TIC_06055,CUST_07182,General,No
TIC_06056,CUST_09043,Technical,No
TIC_06057,CUST_02368,Billing,Yes
TIC_06058,CUST_05275,Technical,Yes
TIC_06059,CUST_00988,General,Yes
TIC_06060,CUST_04443,General,Yes
TIC_06061,CUST_04546,Technical,Yes
TIC_06062,CUST_04192,General,Yes
TIC_06063,CUST_09925,Technical,Yes
TIC_06064,CUST_06418,General,Yes
TIC_06065,CUST_06123,Billing,No
TIC_06066,CUST_08439,Billing,Yes
TIC_06067,CUST_07301,General,Yes
TIC_06068,CUST_01648,Technical,Yes
TIC_06069,CUST_03538,General,Yes
TIC_06070,CUST_03596,Technical,Yes
TIC_06071,CUST_04016,General,Yes
TIC_06072,CUST_08099,Billing,Yes
TIC_06073,CUST_07913,Technical,No
TIC_06074,CUST_07305,Billing,No
TIC_06075,CUST_03087,Technical,Yes
TIC_06076,CUST_04115,Billing,Yes
TIC_06077,CUST_01907,General,Yes
TIC_06078,CUST_01619,Technical,Yes
TIC_06079,CUST_07460,General,Yes
TIC_06080,CUST_00448,General,Yes
TIC_06081,CUST_00586,Technical,Yes
TIC_06082,CUST_08563,General,Yes
TIC_06083,CUST_09824,Billing,Yes
TIC_06084,CUST_03898,General,Yes
TIC_06085,CUST_04327,Billing,Yes
TIC_06086,CUST_04902,Billing,Yes
TIC_06087,CUST_02450,Technical,Yes
TIC_06088,CUST_07437,General,No
TIC_06089,CUST_05691,Technical,Yes
TIC_06090,CUST_07458,Technical,Yes
TIC_06091,CUST_01622,Billing,Yes
TIC_06092,CUST_02880,Billing,Yes
TIC_06093,CUST_05001,General,Yes
TIC_06094,CUST_09591,Billing,Yes
TIC_06095,CUST_01320,General,No
TIC_06096,CUST_07640,General,Yes
TIC_06097,CUST_08683,General,Yes
TIC_06098,CUST_03310,Billing,Yes
TIC_06099,CUST_04032,Technical,Yes
TIC_06100,CUST_05622,Technical,Yes
TIC_06101,CUST_02067,Technical,No
TIC_06102,CUST_05440,General,No
TIC_06103,CUST_03356,Technical,Yes
TIC_06104,CUST_02833,Technical,Yes
TIC_06105,CUST_05903,Billing,Yes
TIC_06106,CUST_05370,Billing,Yes
TIC_06107,CUST_02700,Billing,Yes
TIC_06108,CUST_03224,General,Yes
TIC_06109,CUST_05624,General,Yes
TIC_06110,CUST_07679,Billing,Yes
TIC_06111,CUST_09907,General,Yes
TIC_06112,CUST_08975,Billing,Yes
TIC_06113,CUST_04474,Technical,Yes
TIC_06114,CUST_06385,General,No
TIC_06115,CUST_06131,General,Yes
TIC_06116,CUST_09781,Technical,Yes
TIC_06117,CUST_07943,General,Yes
TIC_06118,CUST_00807,Billing,Yes
TIC_06119,CUST_06364,Billing,Yes
TIC_06120,CUST_09141,Billing,No
TIC_06121,CUST_02509,Billing,Yes
TIC_06122,CUST_02905,Billing,Yes
TIC_06123,CUST_05362,Technical,Yes
TIC_06124,CUST_04481,General,Yes
TIC_06125,CUST_06871,General,No
TIC_06126,CUST_03113,Billing,Yes
TIC_06127,CUST_02506,Billing,Yes
TIC_06128,CUST_05180,Billing,Yes
TIC_06129,CUST_08786,General,Yes
TIC_06130,CUST_03997,Technical,Yes
TIC_06131,CUST_05361,General,Yes
TIC_06132,CUST_07208,Technical,Yes
TIC_06133,CUST_05525,General,Yes
TIC_06134,CUST_09603,General,Yes
TIC_06135,CUST_09105,Technical,Yes
TIC_06136,CUST_05059,Technical,Yes
TIC_06137,CUST_03109,Technical,No
TIC_06138,CUST_07335,General,Yes
TIC_06139,CUST_00740,General,No
TIC_06140,CUST_05390,Technical,Yes
TIC_06141,CUST_04325,Billing,Yes
TIC_06142,CUST_08352,Technical,Yes
TIC_06143,CUST_01041,Billing,Yes
TIC_06144,CUST_02853,Billing,Yes
TIC_06145,CUST_02986,Billing,Yes
TIC_06146,CUST_07900,Technical,Yes
TIC_06147,CUST_03198,General,Yes
TIC_06148,CUST_00817,General,Yes
TIC_06149,CUST_05037,General,No
TIC_06150,CUST_02111,Technical,Yes
TIC_06151,CUST_06343,General,No
TIC_06152,CUST_00726,Billing,Yes
TIC_06153,CUST_06959,Billing,Yes
TIC_06154,CUST_00764,Technical,Yes
TIC_06155,CUST_08730,Billing,Yes
TIC_06156,CUST_09841,General,Yes
TIC_06157,CUST_08089,General,Yes
TIC_06158,CUST_09059,Billing,No
TIC_06159,CUST_02186,General,Yes
TIC_06160,CUST_01099,General,Yes
TIC_06161,CUST_01046,General,Yes
TIC_06162,CUST_04334,General,No
TIC_06163,CUST_05529,Technical,Yes
TIC_06164,CUST_00398,Billing,Yes
TIC_06165,CUST_05216,General,Yes
TIC_06166,CUST_02275,General,Yes
TIC_06167,CUST_02456,Technical,Yes
TIC_06168,CUST_06498,Technical,Yes
TIC_06169,CUST_03623,Technical,Yes
TIC_06170,CUST_04953,Billing,Yes
TIC_06171,CUST_07743,General,Yes
TIC_06172,CUST_08098,Technical,Yes
TIC_06173,CUST_00863,General,Yes
TIC_06174,CUST_05215,Billing,No
TIC_06175,CUST_08406,General,Yes
TIC_06176,CUST_01980,Billing,Yes
TIC_06177,CUST_02302,Technical,Yes
TIC_06178,CUST_07004,Billing,Yes
TIC_06179,CUST_04863,Technical,Yes
TIC_06180,CUST_06855,Technical,Yes
TIC_06181,CUST_03650,Billing,Yes
TIC_06182,CUST_07350,Technical,Yes
TIC_06183,CUST_07707,Technical,Yes
TIC_06184,CUST_01600,Billing,Yes
TIC_06185,CUST_03570,Billing,No
TIC_06186,CUST_02531,General,Yes
TIC_06187,CUST_01149,Technical,Yes
TIC_06188,CUST_08717,General,Yes
TIC_06189,CUST_06436,Technical,Yes
TIC_06190,CUST_07364,General,Yes
TIC_06191,CUST_06867,Billing,No
TIC_06192,CUST_02333,General,Yes
TIC_06193,CUST_04650,General,No
TIC_06194,CUST_09193,Billing,Yes
TIC_06195,CUST_04432,Technical,Yes
TIC_06196,CUST_05261,General,Yes
TIC_06197,CUST_07997,Billing,Yes
TIC_06198,CUST_02260,Technical,Yes
TIC_06199,CUST_09262,Technical,No
TIC_06200,CUST_01480,General,Yes
TIC_06201,CUST_06433,Billing,Yes
TIC_06202,CUST_04521,Technical,No
TIC_06203,CUST_03764,General,No
TIC_06204,CUST_01183,Technical,Yes
TIC_06205,CUST_04178,Billing,Yes
TIC_06206,CUST_08724,Billing,No
TIC_06207,CUST_08375,General,Yes
TIC_06208,CUST_02678,Billing,Yes
TIC_06209,CUST_08181,General,Yes
TIC_06210,CUST_03915,General,Yes
TIC_06211,CUST_04482,Technical,Yes
TIC_06212,CUST_00505,Technical,Yes
TIC_06213,CUST_06437,General,Yes
TIC_06214,CUST_02240,General,Yes
TIC_06215,CUST_08346,Billing,Yes
TIC_06216,CUST_03486,General,Yes
TIC_06217,CUST_01172,Billing,Yes
TIC_06218,CUST_01393,Billing,No
TIC_06219,CUST_04148,Technical,Yes
TIC_06220,CUST_05675,Billing,Yes
TIC_06221,CUST_03332,Technical,Yes
TIC_06222,CUST_04423,Technical,Yes
TIC_06223,CUST_02687,General,Yes
TIC_06224,CUST_03899,General,Yes
TIC_06225,CUST_01652,General,No
TIC_06226,CUST_05240,Technical,No
TIC_06227,CUST_04495,Billing,Yes
TIC_06228,CUST_04400,Technical,Yes
TIC_06229,CUST_06043,Technical,Yes
TIC_06230,CUST_02149,General,Yes
TIC_06231,CUST_00069,Billing,Yes
TIC_06232,CUST_08354,Billing,No
TIC_06233,CUST_02959,General,Yes
TIC_06234,CUST_04680,Technical,Yes
TIC_06235,CUST_04461,Technical,No
TIC_06236,CUST_05802,Technical,Yes
TIC_06237,CUST_09913,Technical,No
TIC_06238,CUST_08349,Technical,Yes
TIC_06239,CUST_05953,Technical,Yes
TIC_06240,CUST_04662,Billing,Yes
TIC_06241,CUST_01943,Billing,Yes
TIC_06242,CUST_01769,Technical,Yes
TIC_06243,CUST_03985,Technical,Yes
TIC_06244,CUST_03746,Technical,No
TIC_06245,CUST_01610,Technical,Yes
TIC_06246,CUST_05618,Technical,Yes
TIC_06247,CUST_05952,Technical,Yes
TIC_06248,CUST_07525,General,Yes
TIC_06249,CUST_03313,Billing,No
TIC_06250,CUST_05582,Technical,No
TIC_06251,CUST_03331,General,Yes
TIC_06252,CUST_02241,Technical,Yes
TIC_06253,CUST_01213,Billing,Yes
TIC_06254,CUST_01730,Billing,Yes
TIC_06255,CUST_04526,Billing,Yes
TIC_06256,CUST_06086,Billing,Yes
TIC_06257,CUST_02600,General,Yes
TIC_06258,CUST_00077,Technical,Yes
TIC_06259,CUST_06837,General,Yes
TIC_06260,CUST_05904,General,Yes
TIC_06261,CUST_09273,General,No
TIC_06262,CUST_01320,General,Yes
TIC_06263,CUST_06137,Technical,Yes
TIC_06264,CUST_04177,Technical,Yes
TIC_06265,CUST_04684,Billing,Yes
TIC_06266,CUST_03049,Technical,Yes
TIC_06267,CUST_07214,Billing,Yes
TIC_06268,CUST_01807,Technical,Yes
TIC_06269,CUST_00757,General,No
TIC_06270,CUST_00751,General,Yes
TIC_06271,CUST_05445,Billing,Yes
TIC_06272,CUST_08581,Billing,No
TIC_06273,CUST_02737,Billing,Yes
TIC_06274,CUST_04108,General,Yes
TIC_06275,CUST_08446,Billing,Yes
TIC_06276,CUST_02371,Technical,Yes
TIC_06277,CUST_00237,Billing,Yes
TIC_06278,CUST_03224,Technical,Yes
TIC_06279,CUST_04747,Technical,Yes
TIC_06280,CUST_01308,General,Yes
TIC_06281,CUST_09359,Billing,No
TIC_06282,CUST_01442,Technical,Yes
TIC_06283,CUST_03697,Billing,Yes
TIC_06284,CUST_06957,Technical,No
TIC_06285,CUST_01973,Billing,Yes
TIC_06286,CUST_03337,Technical,Yes
TIC_06287,CUST_05171,General,Yes
TIC_06288,CUST_07288,General,No
TIC_06289,CUST_01154,General,Yes
TIC_06290,CUST_00582,Technical,Yes
TIC_06291,CUST_00251,Technical,No
TIC_06292,CUST_05007,Technical,Yes
TIC_06293,CUST_07303,Technical,No
TIC_06294,CUST_05797,Technical,Yes
TIC_06295,CUST_08827,General,Yes
TIC_06296,CUST_04150,General,No
TIC_06297,CUST_04209,Billing,Yes
TIC_06298,CUST_00148,Technical,Yes
TIC_06299,CUST_02743,General,Yes
TIC_06300,CUST_07922,Technical,Yes
TIC_06301,CUST_03362,Billing,No
TIC_06302,CUST_03446,Technical,Yes
TIC_06303,CUST_00411,Technical,Yes
TIC_06304,CUST_08525,Technical,Yes
TIC_06305,CUST_06370,Technical,Yes
TIC_06306,CUST_07412,Technical,Yes
TIC_06307,CUST_01331,Billing,Yes
TIC_06308,CUST_08432,General,Yes
TIC_06309,CUST_07698,Technical,No
TIC_06310,CUST_06425,General,No
TIC_06311,CUST_09957,Billing,Yes
TIC_06312,CUST_02782,General,No
TIC_06313,CUST_04669,Billing,Yes
TIC_06314,CUST_05973,Technical,Yes
TIC_06315,CUST_01793,Technical,Yes
TIC_06316,CUST_07980,Technical,No
TIC_06317,CUST_01043,Technical,Yes
TIC_06318,CUST_09980,Technical,Yes
TIC_06319,CUST_06139,Technical,Yes
TIC_06320,CUST_06844,Technical,Yes
TIC_06321,CUST_01007,General,Yes
TIC_06322,CUST_09233,Billing,Yes
TIC_06323,CUST_00301,Technical,Yes
TIC_06324,CUST_00220,Technical,No
TIC_06325,CUST_08296,General,Yes
TIC_06326,CUST_02863,General,Yes
TIC_06327,CUST_01320,Billing,Yes
TIC_06328,CUST_04603,Technical,No
TIC_06329,CUST_04038,Technical,Yes
TIC_06330,CUST_00001,Technical,Yes
TIC_06331,CUST_01980,Technical,Yes
TIC_06332,CUST_01632,Technical,Yes
TIC_06333,CUST_08095,Billing,Yes
TIC_06334,CUST_08377,General,Yes
TIC_06335,CUST_08847,General,No
TIC_06336,CUST_07063,Technical,No
TIC_06337,CUST_08690,Technical,No
TIC_06338,CUST_07395,Billing,No
TIC_06339,CUST_00561,General,Yes
TIC_06340,CUST_00330,Technical,Yes
TIC_06341,CUST_07722,General,Yes
TIC_06342,CUST_00567,Billing,Yes
TIC_06343,CUST_02194,Technical,No
TIC_06344,CUST_07140,Billing,Yes
TIC_06345,CUST_00360,General,No
TIC_06346,CUST_03512,General,Yes
TIC_06347,CUST_00362,Technical,Yes
TIC_06348,CUST_03562,General,Yes
TIC_06349,CUST_06746,General,Yes
TIC_06350,CUST_04787,Technical,Yes
TIC_06351,CUST_07147,General,Yes
TIC_06352,CUST_05645,Billing,Yes
TIC_06353,CUST_06514,General,Yes
TIC_06354,CUST_04534,Billing,Yes
TIC_06355,CUST_05035,Billing,Yes
